Date,NAV
11-01-2019,8.86
14-01-2019,8.79
15-01-2019,8.81
16-01-2019,8.84
17-01-2019,8.91
18-01-2019,8.93
22-01-2019,8.89
23-01-2019,8.93
24-01-2019,9.12
25-01-2019,9.17
28-01-2019,9.16
29-01-2019,9.22
30-01-2019,9.29
31-01-2019,9.45
01-02-2019,9.49
04-02-2019,9.46
05-02-2019,9.50
06-02-2019,9.46
07-02-2019,9.42
08-02-2019,9.37
11-02-2019,9.43
12-02-2019,9.51
13-02-2019,9.55
14-02-2019,9.63
15-02-2019,9.56
19-02-2019,9.65
20-02-2019,9.62
21-02-2019,9.67
22-02-2019,9.78
25-02-2019,9.78
26-02-2019,9.78
27-02-2019,9.70
28-02-2019,9.71
01-03-2019,9.68
04-03-2019,9.75
05-03-2019,9.76
06-03-2019,9.63
07-03-2019,9.57
08-03-2019,9.48
11-03-2019,9.68
12-03-2019,9.79
13-03-2019,9.84
14-03-2019,9.82
15-03-2019,9.79
18-03-2019,9.91
19-03-2019,9.90
20-03-2019,9.88
21-03-2019,9.83
22-03-2019,9.66
25-03-2019,9.60
26-03-2019,9.62
27-03-2019,9.64
28-03-2019,9.69
29-03-2019,9.75
01-04-2019,9.82
02-04-2019,9.85
03-04-2019,9.93
04-04-2019,9.97
05-04-2019,10.07
08-04-2019,10.07
09-04-2019,10.02
10-04-2019,10.11
11-04-2019,10.03
12-04-2019,9.98
15-04-2019,10.05
16-04-2019,10.08
17-04-2019,10.08
18-04-2019,10.06
22-04-2019,10.08
23-04-2019,10.11
24-04-2019,10.11
25-04-2019,10.08
26-04-2019,10.11
29-04-2019,10.11
30-04-2019,10.13
01-05-2019,10.15
02-05-2019,10.06
03-05-2019,10.18
06-05-2019,10.00
07-05-2019,10.15
08-05-2019,10.09
09-05-2019,9.95
10-05-2019,10.02
13-05-2019,9.83
14-05-2019,9.87
15-05-2019,9.96
16-05-2019,10.01
17-05-2019,9.90
20-05-2019,9.83
21-05-2019,10.02
22-05-2019,10.04
23-05-2019,9.84
24-05-2019,9.92
28-05-2019,10.01
29-05-2019,9.93
30-05-2019,10.00
31-05-2019,10.00
03-06-2019,10.14
04-06-2019,10.19
05-06-2019,10.24
06-06-2019,10.23
07-06-2019,10.33
10-06-2019,10.37
11-06-2019,10.43
12-06-2019,10.36
13-06-2019,10.47
14-06-2019,10.39
17-06-2019,10.28
18-06-2019,10.40
19-06-2019,10.47
20-06-2019,10.60
21-06-2019,10.56
24-06-2019,10.58
25-06-2019,10.50
26-06-2019,10.48
27-06-2019,10.56
28-06-2019,10.61
01-07-2019,10.63
02-07-2019,10.74
03-07-2019,10.79
05-07-2019,10.80
08-07-2019,10.79
09-07-2019,10.78
10-07-2019,10.81
11-07-2019,10.80
12-07-2019,10.77
15-07-2019,10.72
16-07-2019,10.77
17-07-2019,10.77
18-07-2019,10.80
19-07-2019,10.79
22-07-2019,10.79
23-07-2019,10.72
24-07-2019,10.75
25-07-2019,10.71
26-07-2019,10.71
29-07-2019,10.72
30-07-2019,10.63
31-07-2019,10.69
01-08-2019,10.80
02-08-2019,10.73
05-08-2019,10.41
06-08-2019,10.48
07-08-2019,10.72
08-08-2019,10.95
09-08-2019,10.91
12-08-2019,10.90
13-08-2019,10.91
14-08-2019,10.68
15-08-2019,10.59
16-08-2019,10.75
19-08-2019,10.87
20-08-2019,10.88
21-08-2019,11.04
22-08-2019,10.92
23-08-2019,10.76
26-08-2019,10.79
27-08-2019,10.80
28-08-2019,10.84
29-08-2019,10.83
30-08-2019,10.91
03-09-2019,10.90
04-09-2019,11.08
05-09-2019,11.08
06-09-2019,11.04
09-09-2019,10.94
10-09-2019,10.91
11-09-2019,11.03
12-09-2019,10.99
13-09-2019,11.02
16-09-2019,11.03
17-09-2019,11.17
18-09-2019,11.17
19-09-2019,11.33
20-09-2019,11.32
23-09-2019,11.30
24-09-2019,11.17
25-09-2019,11.15
26-09-2019,11.04
27-09-2019,10.86
30-09-2019,10.88
01-10-2019,10.82
02-10-2019,10.70
03-10-2019,10.73
04-10-2019,10.98
07-10-2019,10.94
08-10-2019,10.92
09-10-2019,10.89
10-10-2019,10.95
11-10-2019,11.03
14-10-2019,10.96
15-10-2019,10.88
16-10-2019,10.80
17-10-2019,10.91
18-10-2019,10.93
21-10-2019,11.03
22-10-2019,10.94
23-10-2019,10.89
24-10-2019,10.89
25-10-2019,10.83
28-10-2019,10.87
29-10-2019,10.83
30-10-2019,10.65
31-10-2019,10.67
01-11-2019,10.69
04-11-2019,10.64
05-11-2019,10.61
06-11-2019,10.55
07-11-2019,10.55
08-11-2019,10.57
11-11-2019,10.65
12-11-2019,10.66
13-11-2019,10.61
14-11-2019,10.67
15-11-2019,10.73
18-11-2019,10.65
19-11-2019,10.69
20-11-2019,10.61
21-11-2019,10.60
22-11-2019,10.60
25-11-2019,10.77
26-11-2019,10.82
27-11-2019,10.95
29-11-2019,10.99
02-12-2019,10.99
03-12-2019,11.05
04-12-2019,11.12
05-12-2019,11.08
06-12-2019,11.19
09-12-2019,11.15
10-12-2019,11.09
11-12-2019,11.20
12-12-2019,11.28
13-12-2019,11.37
16-12-2019,11.49
17-12-2019,11.55
18-12-2019,11.51
19-12-2019,11.55
20-12-2019,11.58
23-12-2019,11.67
24-12-2019,11.70
26-12-2019,11.75
27-12-2019,11.74
30-12-2019,11.70
